source.name	sequenceID	pubmed_id	length	genotype	isolate_data.country
ncbi-curated	ON022648	-	10172	SouthAmerica1	Brazil: SP, Itatiba [IBGE7 3523404]
ncbi-curated	ON022649	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022650	-	10172	SouthAmerica1	Brazil: SP, Sao Roque [IBGE7 3550605]
ncbi-curated	ON022651	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022652	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022653	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022654	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022655	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022656	-	10172	SouthAmerica1	Brazil: SP, Santa Isabel [IBGE7 3546801]
ncbi-curated	ON022657	-	10172	SouthAmerica1	Brazil: SP, Cotia [IBGE7 3513009]
ncbi-curated	ON022658	-	10172	SouthAmerica1	Brazil: SP, Sarapui [IBGE7 3551108]
ncbi-curated	ON022659	-	10172	SouthAmerica1	Brazil: SP, Embu Guaau [IBGE7 3515103]
ncbi-curated	ON022660	-	10172	SouthAmerica1	Brazil: SP, Caraguatatuba [IBGE7 3510500]
ncbi-curated	ON022661	-	10172	SouthAmerica1	Brazil: SP, Amparo [IBGE7 3501905]
ncbi-curated	ON022662	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022663	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022664	-	10172	SouthAmerica1	Brazil: SP, Louveira [IBGE7 3527306]
ncbi-curated	ON022665	-	10172	SouthAmerica1	Brazil: SP, Bom Jesus Dos Perdoes [IBGE7 3507100]
ncbi-curated	ON022666	-	10172	SouthAmerica1	Brazil: SP, Mairinque [IBGE7 3528403]
ncbi-curated	ON022667	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022668	-	10172	SouthAmerica1	Brazil: SP, Itapetininga [IBGE7 3522307]
ncbi-curated	ON022669	-	10172	SouthAmerica1	Brazil: SP, Tambau [IBGE7 3553302]
ncbi-curated	ON022670	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022671	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022672	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022673	-	10172	SouthAmerica1	Brazil: SP, Embu Guaau [IBGE7 3515103]
ncbi-curated	ON022674	-	10172	SouthAmerica1	Brazil: SP, Embu Guaau [IBGE7 3515103]
ncbi-curated	ON022675	-	10172	SouthAmerica1	Brazil: SP, Sarapui [IBGE7 3551108]
ncbi-curated	ON022676	-	10172	SouthAmerica1	Brazil: SP, Itapetininga [IBGE7 3522307]
ncbi-curated	ON022677	-	10172	SouthAmerica1	Brazil: SP, Espirito Santo Do Pinhal [IBGE7 3515186]
ncbi-curated	ON022678	-	10172	SouthAmerica1	Brazil: SP, Morro Agudo [IBGE7 3531902]
ncbi-curated	ON022679	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022680	-	10172	SouthAmerica1	Brazil: SP, Tuiuti [IBGE7 3554953]
ncbi-curated	ON022681	-	10172	SouthAmerica1	Brazil: SP, Amparo [IBGE7 3501905]
ncbi-curated	ON022682	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022683	-	10172	SouthAmerica1	Brazil: SP, Tuiuti [IBGE7 3554953]
ncbi-curated	ON022684	-	10172	SouthAmerica1	Brazil: SP, Socorro [IBGE7 3552106]
ncbi-curated	ON022685	-	10172	SouthAmerica1	Brazil: SP, Campinas [IBGE7 3509502]
ncbi-curated	ON022686	-	10172	SouthAmerica1	Brazil: SP, Jaboticabal [IBGE7 3524303]
ncbi-curated	ON022687	-	10172	SouthAmerica1	Brazil: SP, Campinas [IBGE7 3509502]
ncbi-curated	ON022688	-	10172	SouthAmerica1	Brazil: SP, Severinia [IBGE7 3551900]
ncbi-curated	ON022689	-	10172	SouthAmerica1	Brazil: SP, Amparo [IBGE7 3501905]
ncbi-curated	ON022690	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022691	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022692	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022693	-	10172	SouthAmerica1	Brazil: SP, Monte Alegre Do Sul [IBGE7 3531209]
ncbi-curated	ON022694	-	10172	SouthAmerica1	Brazil: SP, Sao Miguel Arcanjo [IBGE7 3550209]
ncbi-curated	ON022695	-	10172	SouthAmerica1	Brazil: SP, Santa Isabel [IBGE7 3546801]
ncbi-curated	ON022696	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022697	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022698	-	10172	SouthAmerica1	Brazil: SP, Jaboticabal [IBGE7 3524303]
ncbi-curated	ON022699	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022700	-	10172	SouthAmerica1	Brazil: SP, Catanduva [IBGE7 3511102]
ncbi-curated	ON022701	-	10172	SouthAmerica1	Brazil: SP, Catigua [IBGE7 3511201]
ncbi-curated	ON022702	-	10172	SouthAmerica1	Brazil: SP, Pindorama [IBGE7 3538105]
ncbi-curated	ON022703	-	10172	SouthAmerica1	Brazil: SP, Adolfo [IBGE7 3500204]
ncbi-curated	ON022704	-	10172	SouthAmerica1	Brazil: SP, Tuiuti [IBGE7 3554953]
ncbi-curated	ON022705	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022706	-	10172	SouthAmerica1	Brazil: SP, Jundiai [IBGE7 3525904]
ncbi-curated	ON022707	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022708	-	10172	SouthAmerica1	Brazil: SP, Braganca Paulista [IBGE7 3507605]
ncbi-curated	ON022709	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022710	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022711	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022712	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022713	-	10172	SouthAmerica1	Brazil: SP, Jundiai [IBGE7 3525904]
ncbi-curated	ON022714	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022715	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022716	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022717	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022718	-	10172	SouthAmerica1	Brazil: SP, Sao Jose Do Rio Preto [IBGE 3549805]
ncbi-curated	ON022719	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022720	-	10172	SouthAmerica1	Brazil: SP, Campinas [IBGE7 3509502]
ncbi-curated	ON022721	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022722	-	10173	SouthAmerica1	Brazil: SP, Campinas [IBGE7 3509502]
ncbi-curated	ON022723	-	10172	SouthAmerica1	Brazil: ES, Santa Teresa [IBGE7 3204609]
ncbi-curated	ON022724	-	10172	SouthAmerica1	Brazil: RJ, Angra Dos Reis [IBGE7 3300100]
ncbi-curated	ON022725	-	10172	SouthAmerica1	Brazil: ES, Marechal Floriano [IBGE7 3203346]
ncbi-curated	ON022726	-	9884	SouthAmerica1	Brazil: RJ, Cantagalo [IBGE7 3301108]
ncbi-curated	ON022727	-	9884	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022728	-	9884	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022729	-	10172	SouthAmerica1	Brazil: RJ, Volta Redonda [IBGE7 3306305]
ncbi-curated	ON022730	-	9884	SouthAmerica1	Brazil: ES, Muniz Freira [IBGE7 3203700]
ncbi-curated	ON022731	-	10172	SouthAmerica1	Brazil: ES, Vitoria [IBGE7 3205309]
ncbi-curated	ON022732	-	10172	SouthAmerica1	Brazil: ES, Marechal Floriano [IBGE7 3203346]
ncbi-curated	ON022733	-	9884	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022734	-	10172	SouthAmerica1	Brazil: ES, Serra [IBGE7 3205002]
ncbi-curated	ON022735	-	10172	SouthAmerica1	Brazil: RJ, Guapimirim [IBGE7 3301850]
ncbi-curated	ON022736	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022737	-	10172	SouthAmerica1	Brazil: SP, Mairipora [IBGE7 3528502]
ncbi-curated	ON022738	-	10172	SouthAmerica1	Brazil: SP, Atibaia [IBGE7 3504107]
ncbi-curated	ON022739	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022740	-	10172	SouthAmerica1	Brazil: SP, Mairipora [IBGE7 3528502]
ncbi-curated	ON022741	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022742	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022743	-	10172	SouthAmerica1	Brazil: SP, Mairipora [IBGE7 3528502]
ncbi-curated	ON022744	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022745	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022746	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON323052	-	10751	WestAfrica	Nigeria
ncbi-curated	ON323053	-	10500	WestAfrica	Nigeria
ncbi-curated	ON323054	-	10715	WestAfrica	Nigeria
ncbi-curated	ON402371	-	10776	WestAfrica	Nigeria
ncbi-curated	ON502389	-	10216	SouthAmerica1	Brazil: Nova Lima, Minas Gerais
ncbi-curated	ON502390	-	10216	SouthAmerica1	Brazil: Mariana, Minas Gerais
ncbi-curated	ON502391	-	10213	SouthAmerica1	Brazil: Nova Lima, Minas Gerais
ncbi-curated	ON502392	-	10216	SouthAmerica1	Brazil: Caete, Minas Gerais
ncbi-curated	ON502393	-	10199	SouthAmerica1	Brazil: Nova Uniao, Minas Gerais
ncbi-curated	ON502394	-	9806	SouthAmerica1	Brazil: Santa Barbara, Minas Gerais
ncbi-curated	ON502395	-	10214	SouthAmerica1	Brazil: Mariana, Minas Gerais
ncbi-curated	ON502396	-	10187	SouthAmerica1	Brazil: Rio Acima, Minas Gerais
ncbi-curated	ON502397	-	9785	SouthAmerica1	Brazil: Ouro Preto, Minas Gerais
ncbi-curated	ON502398	-	10210	SouthAmerica1	Brazil: Mateus Leme, Minas Gerais
ncbi-curated	ON502399	-	10211	SouthAmerica1	Brazil: Itabira, Minas Gerais
ncbi-curated	ON502400	-	9808	SouthAmerica1	Brazil: Guaraciaba, Minas Gerais
ncbi-curated	ON502401	-	10203	SouthAmerica1	Brazil: Carmopolis de Minas, Minas Gerais
ncbi-curated	ON502402	-	10201	SouthAmerica1	Brazil: Caratinga, Minas Gerais
ncbi-curated	ON502403	-	10729	SouthAmerica1	Brazil: Nova Lima, Minas Gerais
ncbi-curated	ON502404	-	10201	SouthAmerica1	Brazil: Teofilo Otoni, Minas Gerais
ncbi-curated	ON502405	-	10202	SouthAmerica1	Brazil: Belo Horizonte, Minas Gerais
ncbi-curated	ON502406	-	10201	SouthAmerica1	Brazil: Novo Cruzeiro, Minas Gerais
ncbi-curated	ON502407	-	9806	SouthAmerica1	Brazil: Alvarenga, Minas Gerais
ncbi-curated	ON502408	-	10211	SouthAmerica1	Brazil: Ouro Preto, Minas Gerais
ncbi-curated	ON502409	-	10202	SouthAmerica1	Brazil: Itabira, Minas Gerais
ncbi-curated	ON502410	-	10216	SouthAmerica1	Brazil: Itabira, Minas Gerais
ncbi-curated	ON502411	-	10212	SouthAmerica1	Brazil: Conselheiro Lafaiete, Minas Gerais
ncbi-curated	ON502412	-	10216	SouthAmerica1	Brazil: Caete, Minas Gerais
ncbi-curated	ON502413	-	10208	SouthAmerica1	Brazil: Caete, Minas Gerais
ncbi-curated	ON502414	-	10215	SouthAmerica1	Brazil: Itabira, Minas Gerais
ncbi-curated	ON502415	-	10200	SouthAmerica1	Brazil: Senhora de Oliveira, Minas Gerais
ncbi-curated	ON502416	-	10216	SouthAmerica1	Brazil: Ouro Branco, Minas Gerais
ncbi-curated	ON502417	-	10202	SouthAmerica1	Brazil: Mariana, Minas Gerais
ncbi-curated	ON502418	-	10195	SouthAmerica1	Brazil: Santo Andre, Minas Gerais
ncbi-curated	ON502419	-	10215	SouthAmerica1	Brazil: Raposos, Minas Gerais
ncbi-curated	ON502420	-	10216	SouthAmerica1	Brazil: Brumadinho, Minas Gerais
ncbi-curated	ON502421	-	10215	SouthAmerica1	Brazil: Brumadinho, Minas Gerais
ncbi-curated	ON502423	-	10214	SouthAmerica1	Brazil: Teofilo Otoni, Minas Gerais
ncbi-curated	ON502424	-	10216	SouthAmerica1	Brazil: Itambacuri, Minas Gerais
ncbi-curated	ON502425	-	10205	SouthAmerica1	Brazil: Teofilo Otoni, Minas Gerais
ncbi-curated	ON502426	-	10190	SouthAmerica1	Brazil: Novo Cruzeiro, Minas Gerais
ncbi-curated	ON502427	-	10216	SouthAmerica1	Brazil: Itambacuri, Minas Gerais
ncbi-curated	ON502428	-	10199	SouthAmerica1	Brazil: Novo Cruzeiro, Minas Gerais
ncbi-curated	ON502429	-	10189	SouthAmerica1	Brazil: Teofilo Otoni, Minas Gerais
ncbi-curated	ON502430	-	10201	SouthAmerica1	Brazil: Ladainha, Minas Gerais
ncbi-curated	ON502431	-	10209	SouthAmerica1	Brazil: Ladainha, Minas Gerais
ncbi-curated	ON502432	-	10201	SouthAmerica1	Brazil: Ladainha, Minas Gerais
ncbi-curated	ON502433	-	10202	SouthAmerica1	Brazil: Teofilo Otoni, Minas Gerais
ncbi-curated	ON502434	-	10209	SouthAmerica1	Brazil: Itambacuri, Minas Gerais
ncbi-curated	ON502435	-	10205	SouthAmerica1	Brazil: Ladainha, Minas Gerais
ncbi-curated	ON502436	-	10200	SouthAmerica1	Brazil: Ladainha, Minas Gerais
ncbi-curated	ON502437	-	10216	SouthAmerica1	Brazil: Setubinha, Minas Gerais
ncbi-curated	ON502438	-	10216	SouthAmerica1	Brazil: Mariana, Minas Gerais
ncbi-curated	ON502439	-	10215	SouthAmerica1	Brazil: Ouro Branco, Minas Gerais
ncbi-curated	ON502440	-	10216	SouthAmerica1	Brazil: Ouro Preto, Minas Gerais
ncbi-curated	ON502441	-	9808	SouthAmerica1	Brazil: Conselheiro Lafaiete, Minas Gerais
ncbi-curated	ON502442	-	9914	SouthAmerica1	Brazil: Guaraciaba, Minas Gerais
ncbi-curated	OP508570	-	9788	SouthAmerica1	Brazil: Brasilia, Distrito Federal
ncbi-curated	OP508571	-	10322	SouthAmerica1	Brazil: Brasilia, Federal District
ncbi-curated	OP508572	-	10288	SouthAmerica1	Brazil: Luziania, Goias
ncbi-curated	OP508573	-	10235	SouthAmerica1	Brazil: Goiania, Goias
ncbi-curated	OP508574	-	10311	SouthAmerica1	Brazil: Goiania, Goias
ncbi-curated	OP508575	-	10318	SouthAmerica1	Brazil: Goiania, Goias
ncbi-curated	OP508576	-	10172	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508577	-	10172	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508578	-	10172	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508579	-	10163	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508580	-	10172	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508581	-	10195	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508582	-	10194	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508583	-	10195	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508584	-	10172	SouthAmerica1	Brazil: Minas Gerais
ncbi-curated	OP508585	-	10194	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508586	-	10194	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508587	-	10055	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508588	-	10194	SouthAmerica1	Brazil: Ubai, Minas Gerais
ncbi-curated	OP508589	-	10196	SouthAmerica1	Brazil: Brasilia de Minas, Minas Gerais
ncbi-curated	OP508590	-	10128	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508591	-	10086	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508592	-	10165	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508593	-	10101	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508594	-	10050	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508595	-	10085	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508596	-	10077	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508597	-	9981	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508598	-	10106	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508599	-	10090	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508600	-	10076	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508601	-	10113	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508602	-	10094	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508603	-	9994	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508604	-	9948	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508605	-	9955	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508606	-	9974	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508607	-	9889	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508608	-	10012	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508609	-	9949	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508610	-	10090	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508611	-	10077	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508612	-	10090	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508613	-	9968	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508614	-	10083	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508615	-	10054	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508616	-	10075	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508617	-	10051	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508618	-	10080	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508619	-	10051	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508620	-	10091	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508621	-	10082	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508622	-	10080	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508623	-	10061	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508624	-	10077	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508625	-	10087	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508626	-	9975	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508627	-	10072	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508628	-	10085	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508629	-	10072	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508630	-	10054	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508631	-	10120	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508632	-	10110	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508633	-	10075	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508634	-	10081	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508635	-	10087	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508636	-	10075	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508637	-	10104	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508638	-	10099	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508639	-	10088	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508640	-	10077	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508641	-	10087	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508642	-	10069	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508643	-	10068	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508644	-	10148	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508645	-	10080	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508646	-	10079	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508647	-	10100	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508648	-	10079	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508649	-	10103	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508650	-	9991	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508651	-	10079	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508652	-	10086	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508653	-	10111	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508654	-	10128	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508655	-	10086	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508656	-	10101	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508657	-	10195	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508658	-	10080	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508659	-	10164	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508660	-	10120	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508661	-	10135	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508662	-	10084	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508663	-	10144	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508664	-	10100	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508665	-	10124	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508666	-	10156	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508667	-	10086	SouthAmerica1	Brazil: Santa Catarina
ncbi-curated	OP508668	-	10049	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508669	-	10139	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508670	-	10179	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508671	-	10108	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508672	-	10133	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508673	-	10134	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508674	-	10090	SouthAmerica1	Brazil: Rio Grande do Sul
ncbi-curated	OP508675	-	10170	SouthAmerica1	Brazil: Parana
ncbi-curated	OP508676	-	10141	SouthAmerica1	Brazil: Paranagua, Parana
ncbi-curated	OP508677	-	10180	SouthAmerica1	Brazil: Capao Alto, Santa Catarina
ncbi-curated	OP508678	-	10547	SouthAmerica1	Brazil: Guabiju, Rio Grande do Sul
ncbi-curated	OP508679	-	10216	SouthAmerica1	Brazil: Lagoa Vermelha, Rio Grande do Sul
ncbi-curated	OP508680	-	10620	SouthAmerica1	Brazil: Flores da Cunha, Rio Grande do Sul
ncbi-curated	OP508681	-	10466	SouthAmerica1	Brazil: Cruz Machado, Parana
ncbi-curated	OP508682	-	10208	SouthAmerica1	Brazil: Sao Jose dos Pinhais, Parana
ncbi-curated	OP508683	-	10176	SouthAmerica1	Brazil: Curitibanos, Santa Catarina
ncbi-curated	OP508684	-	10155	SouthAmerica1	Brazil: Campo Belo do Sul, Santa Catarina
ncbi-curated	OP508685	-	10183	SouthAmerica1	Brazil: Vacaria, Rio Grande do Sul
ncbi-curated	OP508686	-	10493	SouthAmerica1	Brazil: Linha Nova, Rio Grande do Sul
ncbi-curated	OP508687	-	10158	SouthAmerica1	Brazil: Viamao, Rio Grande do Sul
ncbi-curated	OP508688	-	10529	SouthAmerica1	Brazil: Carambei, Parana
ncbi-curated	OP508689	-	10175	SouthAmerica1	Brazil: Pinhal da Serra, Rio Grande do Sul
ncbi-curated	OP508690	-	10185	SouthAmerica1	Brazil: Campestre da Serra, Rio Grande do Sul
ncbi-curated	OP508691	-	10172	SouthAmerica1	Brazil: Andre da Rocha, Rio Grande do Sul
ncbi-curated	OP508692	-	10271	SouthAmerica1	Brazil: Nova Petropolis, Rio Grande do Sul
ncbi-curated	OP508693	-	10179	SouthAmerica1	Brazil: Caxias do Sul, Rio Grande do Sul
ncbi-curated	OP508694	-	10329	SouthAmerica1	Brazil: Campo Belo do Sul, Santa Catarina
ncbi-curated	OP508695	-	10571	SouthAmerica1	Brazil: Farroupilha, Rio Grande do Sul
ncbi-curated	OP508696	-	10158	SouthAmerica1	Brazil: Balsa Nova, Parana
ncbi-curated	OP508697	-	10191	SouthAmerica1	Brazil: Vacaria, Rio Grande do Sul
ncbi-curated	OP508698	-	10603	SouthAmerica1	Brazil: Feliz, Rio Grande do Sul
ncbi-curated	OP508699	-	10202	SouthAmerica1	Brazil: Sao Francisco de Paula, Rio Grande do Sul
ncbi-curated	OP508700	-	10218	SouthAmerica1	Brazil: Antonio Olinto, Parana
ncbi-curated	OP508701	-	10161	SouthAmerica1	Brazil: Pinhal da Serra, Rio Grande do Sul
ncbi-curated	OP508702	-	10158	SouthAmerica1	Brazil: Sao Marcos, Rio Grande do Sul
ncbi-curated	OP508703	-	10159	SouthAmerica1	Brazil: Lages, Santa Catarina
ncbi-curated	OP508704	-	10445	SouthAmerica1	Brazil: Vacaria, Rio Grande do Sul
ncbi-curated	OP508705	-	10225	SouthAmerica1	Brazil: Sao Jose do Cerrito, Santa Catarina
ncbi-curated	OP508706	-	10558	SouthAmerica1	Brazil: Pomerode, Santa Catarina
ncbi-curated	OP508707	-	9778	SouthAmerica1	Brazil: Sao Jose do Cerrito, Santa Catarina
ncbi-curated	OP508708	-	10212	SouthAmerica1	Brazil: Rio Fortuna, Santa Catarina
ncbi-curated	OP508709	-	10186	SouthAmerica1	Brazil: Muitos Capoes, Rio Grande do Sul
ncbi-curated	OP508710	-	10199	SouthAmerica1	Brazil: Bom Jesus, Rio Grande do Sul
ncbi-curated	OP508711	-	10185	SouthAmerica1	Brazil: Blumenau, Santa Catarina
ncbi-curated	OP508712	-	10173	SouthAmerica1	Brazil: Santa Rosa de Lima, Santa Catarina
ncbi-curated	OP508713	-	10196	SouthAmerica1	Brazil: Ponte Alta, Santa Catarina
